21-143	AbramÛw
44-119	Gliwice
44-121	Gliwice
44-122	Gliwice
44-141	Gliwice
44-151	Gliwice
44-164	Gliwice
44-183	BujakÛw
67-200	G≥ogÛw
67-210	G≥ogÛw
36-003	Przewrotne
36-060	G≥ogÛw Ma≥opolski
36-061	Wysoka
36-061	Wysoka k. Rzeszowa
47-340	Twardawa
48-115	SzonÛw
48-240	Rac≥awice ålπskie
48-250	G≥ogÛwek
48-255	Wierzch
48-255	Wierzch k. Prudnika
48-256	Biedrzychowice
26-903	G≥owaczÛw
26-904	Miejska Dπbrowa
26-905	BrzÛza
26-905	BrzÛza k. Kozienic
26-913	Studzianki Pancerne
95-012	PopÛw
95-012	PopÛw k. G≥owna
95-015	G≥owno
95-015	G≥owno k. £owicza
76-217	Øelkowo
76-220	G≥Ûwczyce
76-222	Pob≥ocie
76-223	StowiÍcino
76-224	Wielka Wieú
76-224	Wielka Wieú k. S≥upska
48-100	G≥ubczyce
48-110	G≥ubczyce
48-113	åciborzyce Ma≥e
48-118	LisiÍcice
48-145	Zubrzyce
48-151	Go≥uszowice
48-155	Mokre
48-155	Mokre k. G≥ubczyc
48-267	Jarno≥tÛwek
48-330	Nowy åwiÍtÛw
48-335	Nowy Las
48-340	G≥ucho≥azy
48-348	BodzanÛw
48-348	BodzanÛw k. Nysy
48-349	Giera≥cice
48-355	Burgrabice
96-117	Janis≥awice
96-117	Janis≥awice k. Skierniewic
96-130	G≥uchÛw
21-055	Wilczopole
20-388	MÍtÛw
20-515	Prawiedniki-Kolonia
58-340	G≥uszyca
83-122	Walichnowy
83-123	Piaseczno
83-123	Piaseczno k. Gniewa
83-135	Ma≥a Karczma
83-136	Opalenie
83-140	Gniew
84-250	Gniewino
84-251	Kostkowo
88-132	Murzynno
88-140	Gniewkowo
88-141	Wierzchos≥awice
88-141	Wierzchos≥awice k. Inowroc≥awia
26-906	SarnÛw
26-906	SarnÛw k. Zwolenia
26-920	GniewoszÛw
62-200	Gniezno
62-204	Gniezno
62-210	Gniezno
62-211	Zdziechowa
62-214	Jankowo Dolne
32-864	Gnojnik
32-865	Uszew
28-114	Gnojno
28-114	Gnojno k. Chmielnika
28-122	Balice
28-122	Balice k. Buska-Zdroju
43-230	Gocza≥kowice-ZdrÛj
14-404	Dobry
14-406	Bielica
14-407	Godkowo
14-407	Godkowo k. Pas≥Íka
44-340	GodÛw
44-341	Go≥kowice
44-348	SkrzyszÛw
44-348	SkrzyszÛw k. Wodzis≥awia ålπskiego
96-126	GodzianÛw
62-872	Godziesze Ma≥e
62-872	Godziesze Wielkie
23-301	KawÍczyn
23-301	KawÍczyn k. Kraúnika Lubelskiego
23-302	GodziszÛw
23-306	Zdzi≥owice
23-306	Zdzi≥owice k. Kraúnika Lubelskiego
46-075	KamieÒ ålπski
46-077	GÛraødøe
47-320	Gogolin
47-320	Gogolin ålπski
47-316	Malnia
72-410	Golczewo
72-100	GoleniÛw
72-105	Lubczyna
72-113	KrÍpsko
72-113	KrÍpsko k. Goleniowa
72-123	Kliniska
72-123	Kliniska Wielkie
72-132	Mosty
70-895	Za≥om
72-123	Rurzyca
43-440	GoleszÛw
43-445	DziÍgielÛw
62-590	Golina
62-590	Golina nad Wartπ
62-591	Kawnice
87-400	Golub-DobrzyÒ
87-400	Podzamek Golubski
87-406	NowogrÛd
87-406	NowogrÛd k. Golubia Dobrzynia
87-422	Ostrowite
87-422	Ostrowite k. Kowalewa
87-423	Wrocki
87-400	DobrzyÒ
62-121	Czeszewo
62-130	Go≥aÒcz
62-131	PanigrÛdz
64-825	Smogulec
32-075	Go≥cza
32-079	Wysocice
32-097	Szreniawa
19-412	Wronki
19-412	Wronki k. Olecka
19-500	Go≥dap
19-506	Pogorzel
19-506	Pogorzel k. Go≥dapi
19-507	Grabowo
19-507	Grabowo k. Go≥dapi
19-511	Skocze
19-511	Skocze k. Go≥dapi
19-512	Rogale
62-811	Koúcielna Wieú
63-321	Tursko
63-322	Go≥uchÛw
63-323	Kucharki
06-420	Go≥ymin
06-420	Go≥ymin-Oúrodek
97-544	Chrzanowice
97-545	Gomunice
19-110	Goniπdz
19-113	Downary
19-115	Osowiec
19-125	Klewianka
19-226	Goniπdz
19-227	Downary
19-228	Klewianka
19-251	Osowiec
23-450	Goraj
23-450	Goraj Lubelski
23-451	JÍdrzejÛwka
38-300	Gorlice
38-303	Kobylanka
38-311	Szymbark
38-311	Szymbark k. Gorlic
38-317	Bystra
38-317	Bystra k. Gorlic
38-320	Gorlice
38-333	ZagÛrzany
97-350	Gorzkowice
22-315	GorzkÛw
22-415	GorzkÛw
22-419	Orchowiec
22-419	Orchowiec k. Krasnegostawu
22-423	BorÛw
22-423	BorÛw k. Krasnegostawu
46-310	GorzÛw ålπski
46-315	Koz≥owice
46-315	Koz≥owice k. Olesna
46-317	Zdziechowice
46-318	Uszyce
66-400	GorzÛw Wielkopolski
66-403	GorzÛw Wielkopolski
66-404	GorzÛw Wielkopolski
66-407	GorzÛw Wielkopolski
66-410	GorzÛw Wielkopolski
66-412	GorzÛw Wielkopolski
66-413	GorzÛw Wielkopolski
66-414	GorzÛw Wielkopolski
39-432	Gorzyce
39-432	Gorzyce Tarnobrzeskie
39-433	Wrzawy
39-434	TrzeúÒ
44-350	Gorzyce
44-350	Gorzyce k. Rybnika
44-351	Turza
44-351	Turza k. Wodzis≥awia ålπskiego
44-352	Czyøowice
44-353	Olza
44-362	RogÛw
44-362	RogÛw nad Olzπ
89-520	Gostycyn
89-520	Gostycyn k. Tucholi
89-522	Pruszcz Bagienica
89-523	Wielka Klonia
09-500	Gostynin
09-502	Gostynin Kruk
09-504	LucieÒ
09-513	Soko≥Ûw
09-513	Soko≥Ûw k. Gostynina
09-514	Bia≥otarsk
09-551	Nowa Wieú
09-551	Nowa Wieú k. Gostynina
63-800	GostyÒ
63-800	GostyÒ PoznaÒski
63-801	GostyÒ Stary
63-802	Kunowo nad Obrπ
63-806	Gola
98-212	Chlewo
98-212	Chlewo k. Turku
98-215	GoszczanÛw
05-610	Goszczyn
23-248	Liúnik Duøy
23-275	GoúcieradÛw
37-456	KsiÍøomierz
78-120	Goúcino
78-121	RobuÒ
26-225	GowarczÛw
26-407	GowarczÛw
07-440	Goworowo
07-442	Pasieki
07-443	Kunin Szlachecki
68-130	Gozdnica
09-212	Lelice
09-213	Gozdowo
56-200	GÛra
56-200	GÛra ålπska
56-204	ChrÛúcina
56-204	ChrÛúcina k. GÛry ålπskiej
56-205	Czernina
56-211	ålubÛw
05-530	GÛra Kalwaria
05-532	Baniocha
05-533	SobikÛw
99-122	GÛra åwiÍtej Ma≥gorzaty
26-008	GÛrno
26-008	GÛrno k. Kielc
11-220	GÛrowo I≥aweckie
11-221	Ga≥ajny
11-223	Pieszkowo
11-224	Bukowiec
11-224	Bukowiec k. GÛrowa I≥aweckiego
11-226	Kandyty
11-227	KamiÒsk
11-227	KamiÒsk k. Bartoszyc
08-404	GÛrzno
08-404	GÛrzno k. Garwolina
87-320	GÛrzno
87-320	GÛrzno k. Brodnicy
66-434	CzarnÛw
66-434	CzarnÛw k. S≥ubic
69-113	GÛrzyca
69-113	GÛrzyca OdrzaÒska
26-634	GÛzd
26-634	GÛzd k. Radomia
97-306	Grabica
22-560	Grabowiec
22-560	Grabowiec k. Hrubieszowa
22-561	TuczÍpy
22-561	TuczÍpy k. Hrubieszowa
18-507	Grabowo
18-507	Grabowo k. Kolna
18-508	Sura≥y
99-150	GrabÛw
99-150	GrabÛw k. £Íczycy
99-152	Besiekiery
26-902	GrabÛw nad Pilicπ
63-520	GrabÛw nad Prosnπ
63-525	Bobrowniki nad Prosnπ
63-526	Bukownica
19-200	Grajewo
19-203	Grajewo
19-211	Ruda
19-211	Ruda k. Grajewa
19-212	Bia≥aszewo
62-066	Granowo
87-321	Grπøawy
87-321	Radoszki
87-322	JastrzÍbie
87-322	JastrzÍbie k. Brodnicy
87-321	Bartniczka
07-108	Kopcie
07-110	GrÍbkÛw
07-110	GrÍbkÛw k. Ka≥uszyna
59-150	GrÍbocice
33-260	GrÍboszÛw
33-262	Borusowa
39-410	GrÍbÛw
49-200	GrodkÛw
49-212	Kolnica
49-216	Wierzbnik
49-220	Lipowa
49-220	Lipowa k. Grodkowa
49-231	Kopice
49-242	JÍdrzejÛw
49-242	JÍdrzejÛw k. Grodkowa
49-246	Kobiela
49-247	StrzegÛw
49-272	Gnojna
13-308	Mroczno
13-324	Grodziczno
13-325	Zajπczkowo
13-325	Zajπczkowo k. Lubawy
13-326	Zwiniarz
62-580	Grodziec
62-580	Grodziec k. Konina
62-581	KrÛlikÛw
62-581	KrÛlikÛw k. Konina
62-582	Biskupice
62-582	Biskupice k. Konina
17-315	Grodzisk
17-315	Grodzisk k. Siemiatycz
17-316	Czarna årednia
05-824	K≥udzienko
05-825	Grodzisk Mazowiecki
05-826	Grodzisk Mazowiecki
05-827	Grodzisk Mazowiecki
05-852	Grodzisk Mazowiecki
62-065	Grodzisk Wielkopolski
64-307	Kπkolewo
64-307	Kπkolewo k. Opalenicy
37-306	Grodzisko Dolne
59-256	RÛøyniec
59-257	Gromadka
59-705	RÛøyniec
59-706	Gromadka
33-180	Gromnik
33-181	SiemiechÛw
33-181	SiemiechÛw k. Tuchowa
33-182	Brzozowa
82-331	Jeg≥ownik
82-335	Gronowo
82-335	Gronowo Elblπskie
16-004	KrÛlowy Most
16-040	GrÛdek
16-040	GrÛdek k. Bia≥egostoku
16-042	Zubki Bia≥ostockie
33-315	Tropie
33-316	RoønÛw
33-318	GrÛdek nad Dunajcem
05-600	GrÛjec
06-460	Grudusk
06-463	£ysakowo
86-300	Grudziπdz
86-302	Grudziπdz
86-303	Grudziπdz
86-304	Grudziπdz
86-308	GRUDZI•DZ
86-311	Grudziπdz
86-317	Grudziπdz
86-324	Dusocin
14-107	Gierzwa≥d
14-107	Gierzwa≥d k. OstrÛdy
14-108	Grunwald Pole Bitwy
14-108	StÍbark
14-110	Grunwald
86-327	Gruta
86-330	Me≥no
86-331	Boguszewo
33-325	Kruølowa Wyøna
33-330	GrybÛw
33-331	StrÛøe
33-331	StrÛøe k. Gorlic
33-332	Florynka
33-333	Ptaszkowa
38-330	StrÛøe
38-330	StrÛøe k. Gorlic
72-300	Gryfice
72-306	OúciÍcin
72-306	OúciÍcin k. Gryfic
72-307	Rybokarty
72-313	GÛrzyca
72-313	GÛrzyca k. Gryfic
72-341	PrzybiernÛwko
72-012	Radziszewo
72-012	Radziszewo k. Gryfina
74-100	Gryfino
74-101	Gryfino
74-105	Nowe Czarnowo
74-106	Stare Czarnowo
74-106	We≥tyÒ
74-107	Borzym
74-107	Daleszewo
74-107	Radziszewo
74-107	Radziszewo k. Gryfina
74-115	Nowe Czarnowo
59-620	GryfÛw ålπski
59-625	Ubocze
59-860	GryfÛw ålπski
59-865	Ubocze
62-640	Grzegorzew
78-450	Grzmiπca
78-451	Przeradü
78-452	Krosino
66-620	Gubin
66-623	Wa≥owice
66-624	Chlebowo
66-624	Chlebowo k. Gubina
66-629	Grabice
66-629	Grabice k. Gubina
66-632	Pole
66-633	Stargard GubiÒski
66-634	StrzegÛw
66-634	StrzegÛw k. Gubina
06-124	Szyszki
06-126	Gzy
36-211	JasionÛw
36-211	JasionÛw k. Brzozowa
36-212	TrzeúniÛw
36-213	HaczÛw
36-213	HaczÛw nad Wis≥okiem
36-214	MalinÛwka
17-200	HajnÛwka
17-205	Nowoberezowo
17-209	Nieznany BÛr
17-211	Dubiny
17-211	Dubiny k. HajnÛwki
17-242	Orzeszkowo
05-074	HalinÛw
05-079	Okuniew
05-071	D≥uga Szlachecka
21-516	Do≥hobrody
21-517	Hanna
22-220	Hanna
22-221	Do≥hobrody
22-233	Macoszyn Ma≥y
22-235	HaÒsk
37-413	Harasiuki
37-414	Huta Krzeszowska
37-417	Hucisko
37-417	Hucisko k. Bi≥goraja
43-416	KoÒczyce Wielkie
43-418	PogwizdÛw
43-419	Haülach
43-419	Haølach
84-130	Kuünica
84-150	Hel
42-284	Herby
42-714	LisÛw
42-714	LisÛw k. LubliÒca
22-521	Kopy≥Ûw
22-522	Matcze
22-523	Horod≥o
22-525	StrzyøÛw
22-525	StrzyøÛw k. Hrubieszowa
22-526	Zosin
37-615	Nowe Brusno
37-620	Horyniec-ZdrÛj
37-622	Werchrata
22-500	HrubieszÛw
22-505	Moniatycze
22-506	Stefankowice
22-528	Kozodawy
22-529	CichobÛrz
22-529	CichobÛrz k. Hrubieszowa
22-531	Czerniczyn
22-531	Czerniczyn k. Hrubieszowa
24-106	GrÛdek
24-106	GrÛdek k. Pu≥aw
08-206	Huszlew
36-024	Hyøne
36-024	Hyøne k. Dynowa
36-025	DylπgÛwka
32-125	WawrzeÒczyce
32-126	Igo≥omia
14-200	I≥awa
14-202	I≥awa
14-204	Rudzienice
14-204	Rudzienice k. I≥awy
14-206	Frednowy
14-211	Laseczno
14-216	Siemiany
14-241	Zπbrowo
14-255	Makowo
14-255	Makowo k. I≥awy
68-120	I≥owa
68-120	I≥owa k. Øagania
68-121	Jankowa
06-570	I≥owo-Osada
13-240	I≥owo
13-240	I≥owo k. Dzia≥dowa
13-240	I≥owo-Osada
13-241	Narzym
13-242	Bia≥uty
09-535	I≥Ûw
96-520	I≥Ûw
96-520	I≥Ûw k. Sochaczewa
96-521	BrzozÛw
96-521	BrzozÛw k. Sochaczewa
96-522	Giøyce
97-171	Popielawy
27-100	I≥øa
27-103	Krzyøanowice
27-103	Krzyøanowice k. Starachowic
27-104	Chwa≥owice
27-104	Chwa≥owice k. I≥øy
27-112	Jasieniec I≥øecki
41-407	Imielin
28-312	Motkowice
28-313	Imielno
28-313	Imielno JÍdrzejowskie
28-316	Mierzwin
97-211	BrzustÛw
97-214	Spa≥a
97-215	Inow≥Ûdz
88-100	Inowroc≥aw
88-101	Inowroc≥aw
88-104	Inowroc≥aw
88-105	INOWROC£AW
88-181	Jaksice
88-110	Inowroc≥aw
73-140	IÒsko
42-252	Irzπdze
43-470	Istebna
43-474	KoniakÛw
43-476	Jaworzynka
27-570	Iwaniska
28-276	Iwaniska
28-277	Myd≥Ûw
32-095	Iwanowice
32-095	Iwanowice k. S≥omnik
32-099	Sieciechowice
39-124	Iwierzyce
39-125	Bystrzyca
39-125	Bystrzyca k. DÍbicy
32-861	Iwkowa
32-862	Porπbka Iwkowska
38-440	Iwonicz
38-440	Iwonicz-ZdrÛj
38-441	Lubatowa
05-080	Izabelin
05-080	Izabelin k. Warszawy
22-375	Izbica
22-376	Or≥Ûw Murowany
22-449	Or≥Ûw Murowany
22-475	Izbica
87-865	Izbica Kujawska
87-866	B≥enna
46-049	Izbicko
47-180	Izbicko
34-480	Jab≥onka
34-480	Jab≥onka Orawska
34-481	Chyøne
34-481	Chyøne k. Nowego Targu
34-482	Lipnica Ma≥a
34-484	Zubrzyca GÛrna
34-722	Podwilk
05-110	Jab≥onna
05-110	Jab≥onna k. Warszawy
05-123	ChotomÛw
23-113	PiotrkÛw
23-113	PiotrkÛw k. Lublina
23-114	Jab≥onna
23-114	Jab≥onna Lubelska
08-304	Jab≥onna Lacka
08-305	Dzierzby
87-330	Jab≥onowo Pomorskie
87-332	Konojady Pomorskie
21-204	GÍú
21-205	Jab≥oÒ
05-280	JadÛw
05-281	Urle
07-160	JadÛw
07-161	Urle
96-313	JaktorÛw
96-313	Konopnica
96-316	MiÍdzyborÛw
05-306	JakubÛw
05-313	Wiúniew
05-313	Wiúniew k. MiÒska Mazowieckiego
88-144	Ko≥odziejewo
88-160	Janikowo
58-520	Janowice Wielkie
24-123	Janowiec
24-123	Janowiec nad Wis≥π
13-111	Janowiec Koúcielny
13-112	Szczepkowo Borowe
13-122	Powierø
13-123	Nowa Wieú Wielka
13-123	Nowa Wieú Wielka k. M≥awy
88-408	åwiπtkowo
88-430	Janowiec Wielkopolski
88-432	Øerniki
13-113	Janowo
13-113	Janowo k. Chorzel
13-114	Jagarzewo
13-115	RÛg
16-130	JanÛw
16-130	JanÛw k. SokÛ≥ki
16-134	Bia≥ousy
42-253	JanÛw
42-253	JanÛw CzÍstochowski
23-300	JanÛw Lubelski
23-307	Momoty GÛrne
21-505	JanÛw Podlaski
63-206	NoskÛw
63-207	Rusko
63-231	GÛra
63-231	GÛra k. Jarocina PoznaÒskiego
63-232	Wojciechowo
63-233	Jaraczewo
22-663	GrÛdek
22-663	GrÛdek k. Tomaszowa Lubelskiego
22-664	JarczÛw
22-664	JarczÛw k. Tomaszowa Lubelskiego
22-665	£ubcze
37-404	Domostawa
37-405	Jarocin
37-405	Jarocin k. Niska
63-200	Jarocin
63-200	Jarocin PoznaÒski
63-211	Golina
63-211	Golina k. Jarocina PoznaÒskiego
63-230	Witaszyce
63-242	MieszkÛw
37-500	Jaros≥aw
37-500	Paw≥osiÛw
37-511	WÛlka Pe≥kiÒska
37-514	Munina
37-541	SurochÛw
43-385	Jasienica
43-386	åwiÍtoszÛwka
43-391	MazaÒcowice
43-392	MiÍdzyrzecze
43-392	MiÍdzyrzecze GÛrne
43-392	MiÍdzyrzecze k. Bielska Bia≥ej
43-394	Rudzica
36-220	Jasienica Rosielna
36-221	Blizne
05-604	Jasieniec
05-604	Jasieniec k. GrÛjca
05-605	Boglewice
68-320	JasieÒ
68-320	JasieÒ Øarski
19-122	JasionÛwka
38-200	Jas≥o
38-201	Jas≥o
38-203	Szebnie
38-211	Jas≥o
38-241	Osobnica
84-140	Jastarnia
84-141	Jastarnia
84-141	Jurata
21-002	JastkÛw
21-008	Tomaszowice
21-008	Wysokie
23-145	Wysokie
23-145	Wysokie k. Krasnegostawu
64-915	Jastrowie
64-962	Sypniewo
64-962	Sypniewo k. Wa≥cza
26-502	Jastrzπb
26-622	Bartodzieje
26-622	Bartodzieje k. Radomia
26-631	JastrzÍbia
26-631	JastrzÍbia k. Radomia
44-268	JastrzÍbie-ZdrÛj
44-330	JastrzÍbie-ZdrÛj
44-335	JastrzÍbie-ZdrÛj
44-336	JastrzÍbie-ZdrÛj
44-337	JastrzÍbie-ZdrÛj
44-338	JastrzÍbie-ZdrÛj
44-342	JastrzÍbie-ZdrÛj
19-123	BobrÛwka
19-123	BobrÛwka k. Bia≥egostoku
19-124	Jaúwi≥y
19-126	Dolistowo
59-400	Jawor
37-230	Manasterz
37-231	Hadle Szklarskie
37-232	Jawornik Polski
43-384	Jaworze
43-384	Jaworze k. Bielska Bia≥ej
32-510	Jaworzno
32-511	JAWORZNO
32-513	JAWORZNO
32-520	JAWORZNO
43-600	Jaworzno
43-602	Jaworzno
43-603	Jaworzno
43-605	Jaworzno
43-607	Jaworzno
43-609	Jaworzno
58-115	PastuchÛw
58-140	Jaworzyna ålπska
38-405	Jaszczew
38-460	Jedlicze
58-330	Jedlina-ZdrÛj
26-621	Bierwce
26-660	JedliÒsk
26-630	Jedlnia-Letnisko
26-633	S≥upica
06-322	Lipa
06-322	Lipa k. Przasnysza
06-323	Jednoroøec
06-334	Olszewka
06-334	Olszewka k. Przasnysza
06-335	Parciaki
18-420	Jedwabne
18-424	Burzyn
12-122	Jedwabno
12-122	Jedwabno k. Nidzicy
12-163	Kot
44-290	Jejkowice
55-206	Minkowice O≥awskie
55-207	Mi≥ocice
55-207	Mi≥ocice k. Oleúnicy ålπskiej
55-220	Jelcz-Laskowice
55-221	Jelcz-Laskowice
55-230	Jelcz-Laskowice
55-231	Jelcz-Laskowice
58-500	Jelenia GÛra
58-502	Jelenia GÛra
58-506	Jelenia GÛra
58-508	Jelenia GÛra
58-560	Jelenia GÛra
58-570	Jelenia GÛra
16-404	Jeleniewo
34-335	Krzyøowa
34-340	Jeleúnia
34-341	Sopotnia Ma≥a
47-133	Jemielnica
56-208	Luboszyce
56-209	Jemielno
67-222	Jerzmanowa
67-222	Jerzmanowa k. G≥ogowa
32-048	Jerzmanowice
32-048	Jerzmanowice-Przeginia
32-049	Przeginia
88-311	WÛjcin
88-311	WÛjcin k. Strzelna
88-324	Jeziora Wielkie
88-325	W≥ostowo
11-320	Jeziorany
11-321	Radostowo
11-322	Franknowo
21-144	Stoczek Kocki
21-146	Jeziorzany
21-146	Jeziorzany k. Radzynia Podlaskiego
86-130	Laskowice
86-130	Laskowice k. åwiecia
86-131	Jeøewo
86-131	Jeøewo k. Laskowic
37-416	Groble
37-430	Jeøowe
37-430	Jeøowe k. Rudnika nad Sanem
37-431	Jata
37-432	Nowy Nart
95-047	JeøÛw
96-134	JeøÛw
58-513	DziwiszÛw
58-518	Czernica
58-518	Czernica k. Jeleniej GÛry
58-521	JeøÛw Sudecki
58-522	SiedlÍcin
28-300	JÍdrzejÛw
28-311	RakÛw
28-311	RakÛw k. JÍdrzejowa
28-311	RakÛwk JÍdrzejowa
28-315	£ysakÛw
28-361	Przπs≥aw
33-126	ZagÛrze
33-126	ZagÛrze k. Jas≥a
33-165	Jod≥owa
39-225	Jod≥owa
34-617	Wilkowisko
34-620	Jod≥ownik
34-621	Krasne Lasocice
34-623	Szczyrzyc
34-623	Szczyrzyc k. Limanowej
09-131	Joniec
09-133	Wrona
09-412	Proboszczewice
09-412	Proboszczewice k. P≥ocka
11-042	Jonkowo
11-043	Wo≥owno
34-240	JordanÛw
34-785	JordanÛw
34-786	Osielec
34-788	£Ítownia
34-788	£Ítownia k. Jordanowa
34-234	Osielec
55-065	JordanÛw ålπski
05-410	JÛzefÛw
05-420	JÛzefÛw
05-420	JÛzefÛw k. Otwocka
23-240	JÛzefÛw nad Wis≥π
23-241	Prawno
23-242	Boiska Stare
23-460	JÛzefÛw
23-460	JÛzefÛw k. Bi≥goraja
23-461	Stanis≥awÛw
23-461	Stanis≥awÛw k. Bi≥goraja
24-340	JÛzefÛw
24-340	JÛzefÛw nad Wis≥π
24-341	Prawno
24-342	Boiska Stare
16-001	Kleosin
16-005	KsiÍøyno
16-061	Juchnowiec
16-061	Juchnowiec Dolny
16-061	Juchnowiec Koúcielny
16-062	Simuny
16-063	Bogdanki
16-001	KsiÍøyno
16-061	Juchnowiec GÛrny
63-930	Jutrosin
63-932	Szkaradowo
64-810	Kaczory
64-811	åmi≥owo
64-812	Zelgniewo
64-843	Dziembowo
07-420	Kadzid≥o
07-422	Dylewo
07-423	Wach
42-660	Kalety
42-750	Kalety
19-311	Golubka
19-312	Pisanica
19-313	Borzymy
19-313	Borzymy k. E≥ku
19-314	Kalinowo
19-315	Milewo
83-260	Kaliska
83-261	Piece
60-800	Kalisz
62-800	Kalisz
62-802	Kalisz
62-803	Kalisz
78-512	Poürzad≥o Wielkie
78-540	Kalisz Pomorski
34-130	Kalwaria Zebrzydowska
34-141	Przytkowice
34-142	LeÒcze
05-310	Ka≥uszyn
34-607	Szczawa
34-608	Kamienica
34-608	Kamienica k. £πcka
42-260	Kamienica Polska
64-060	Wolkowo
64-061	Kamieniec
57-230	Kamieniec Zπbkowicki
57-240	Kamieniec Zπbkowicki
57-241	Doboszowice
57-242	Topola
57-242	Topola k. Zπbkowic ålπskich
58-400	Kamienna GÛra
58-405	KrzeszÛw
58-405	KrzeszÛw KamiennogÛrski
58-424	Pisarzowice
58-425	Leszczyniec
48-382	Lipniki
48-382	Lipniki k. Grodkowa
48-383	Szklary
48-387	Kar≥owice Wielkie
48-388	Kamiennik
22-113	KamieÒ
36-053	KamieÒ
36-053	KamieÒ k. Rudnika nad Sanem
36-143	KamieÒ
36-143	KamieÒ k. Rudnika nad Sanem
89-408	DπbrÛwka
89-408	DπbrÛwka k. SÍpÛlna KrajeÒskiego
89-430	KamieÒ KrajeÒski
72-400	KamieÒ Pomorski
72-421	Wrzosowo
72-421	Wrzosowo k. Kamienia Pomorskiego
97-360	KamieÒsk
97-527	KamieÒsk
21-132	Kamionka
21-132	Kamionka k. Lubartowa
21-133	SamoklÍski
21-134	Staroúcin
33-334	Kamionka Wielka
05-085	Kampinos
05-086	Zawady
05-086	Zawady k. Sochaczewa
37-206	Sietesz
37-220	KaÒczuga
37-222	£opuszka Wielka
37-223	Rπczyna
37-224	Pantalowice
37-225	Siedleczka
05-480	Karczew
05-480	Karczew k. Otwocka
24-310	Karczmiska
64-220	Kargowa
66-120	Kargowa
78-230	Karlino
72-342	Cerkwica
72-343	Karnice
06-422	£ukowo
06-422	£ukowo k. Makowa Mazowieckiego
06-423	Szwelice
06-425	Karniewo
58-540	Karpacz
58-540	åwierzawa
58-550	Karpacz
83-440	Karsin
83-441	Wiele
83-442	Borsk
83-300	Kartuzy
83-307	Banino
83-307	Kie≥pino
83-307	Kie≥pino k. Kartuz
83-324	Brodnica GÛrna
83-328	Sianowo
83-328	Sianowo k. Kartuz
83-329	Mirachowo
83-332	Dzierøπøno
40-001	Katowice
40-002	Katowice
40-003	Katowice
40-004	Katowice
40-005	Katowice
40-006	Katowice
40-007	Katowice
40-008	Katowice
40-009	Katowice
40-010	Katowice
40-012	Katowice
40-013	Katowice
40-014	Katowice
40-015	Katowice
40-016	Katowice
40-017	Katowice
40-018	Katowice
40-019	Katowice
40-020	Katowice
40-021	Katowice
40-022	Katowice
40-023	Katowice
40-024	Katowice
40-025	Katowice
40-026	Katowice
40-027	Katowice
40-028	Katowice
40-029	Katowice
40-030	Katowice
40-031	Katowice
40-032	Katowice
40-033	Katowice
40-035	Katowice
40-036	Katowice
40-037	Katowice
40-038	Katowice
40-039	Katowice
40-040	Katowice
40-041	Katowice
40-042	Katowice
40-043	Katowice
40-044	Katowice
40-045	Katowice
40-046	Katowice
40-047	Katowice
40-048	Katowice
40-049	Katowice
40-050	Katowice
40-051	Katowice
40-052	Katowice
40-053	Katowice
40-054	Katowice
40-055	Katowice
40-056	Katowice
40-057	Katowice
40-058	Katowice
40-059	Katowice
40-060	Katowice
40-061	Katowice
40-062	Katowice
40-063	Katowice
40-064	Katowice
40-065	Katowice
40-066	Katowice
40-067	Katowice
40-068	Katowice
40-069	Katowice
40-070	Katowice
40-071	Katowice
40-072	Katowice
40-073	Katowice
40-074	Katowice
40-076	Katowice
40-077	Katowice
40-078	Katowice
40-079	Katowice
40-081	Katowice
40-082	Katowice
40-083	Katowice
40-084	Katowice
40-085	Katowice
40-086	Katowice
40-087	Katowice
40-091	Katowice
40-092	Katowice
40-093	Katowice
40-094	Katowice
40-095	Katowice
40-096	Katowice
40-097	Katowice
40-098	Katowice
40-100	Katowice
40-101	Katowice
40-102	Katowice
40-103	Katowice
40-104	Katowice
40-105	Katowice
40-106	Katowice
40-107	Katowice
40-108	Katowice
40-109	Katowice
40-110	Katowice
40-111	Katowice
40-112	Katowice
40-113	Katowice
40-114	Katowice
40-116	Katowice
40-117	Katowice
40-118	Katowice
40-119	Katowice
40-120	Katowice
40-121	Katowice
40-123	Katowice
40-124	Katowice
40-125	Katowice
40-126	Katowice
40-127	Katowice
40-128	Katowice
40-129	Katowice
40-131	Katowice
40-132	Katowice
40-133	Katowice
40-134	Katowice
40-135	Katowice
40-136	Katowice
40-137	Katowice
40-139	Katowice
40-140	Katowice
40-141	Katowice
40-142	Katowice
40-143	Katowice
40-144	Katowice
40-145	Katowice
40-146	Katowice
40-147	Katowice
40-148	Katowice
40-149	Katowice
40-150	Katowice
40-151	Katowice
40-152	Katowice
40-153	Katowice
40-154	Katowice
40-155	Katowice
40-156	Katowice
40-157	Katowice
40-158	Katowice
40-159	Katowice
40-160	Katowice
40-161	Katowice
40-162	Katowice
40-163	Katowice
40-164	Katowice
40-165	Katowice
40-166	Katowice
40-167	Katowice
40-168	Katowice
40-169	Katowice
40-170	Katowice
40-171	Katowice
40-172	Katowice
40-173	Katowice
40-174	Katowice
40-175	Katowice
40-176	Katowice
40-177	Katowice
40-179	Katowice
40-181	Katowice
40-186	Katowice
40-187	Katowice
40-188	Katowice
40-189	Katowice
40-201	Katowice
40-202	Katowice
40-203	Katowice
40-205	Katowice
40-206	Katowice
40-208	Katowice
